1; 0,42; 13,21; 81,07; 438
2; 0,88; 13,19; 104,29; 501
3; 1,24; 13,16; 115,68; 501
4; 1,25; 13,44; 115,76; 501
6; 1,26; 13,13; 117,03; 501
8; 1,25; 13,44; 117,38; 501
12; 1,29; 13,1; 116,75; 501
16; 4,46; 14,3; 168,71; 501
24; 2,39; 14,67; 176,71; 501
32; 2,55; 13,76; 229,14; 501























