1; 0,45; 14,98; 87,9; 438
2; 0,43; 6,08; 43,67; 495
3; 0,42; 4,48; 33,63; 501
4; 0,31; 2,86; 31,24; 497
6; 0,21; 1,74; 16,89; 498
8; 0,16; 1,29; 12,59; 499
12; 0,1; 0,82; 8,36; 500
16; 0,18; 0,6; 7,3; 501
24; 0,13; 0,35; 5,23; 501
32; 0,17; 0,25; 4,33; 501
48; 0,18; 0,16; 2,89; 501
64; 0,21; 0,15; 2,09; 501
92; 0,27; 0,08; 1,46; 501
128; 0,37; 0,05; 1,27; 501

