1; 0,42; 13,29; 66,08; 438
2; 0,86; 13,47; 88,68; 501
3; 1,24; 13,55; 119,61; 501
4; 1,23; 13,87; 111,85; 501
6; 1,27; 13,46; 125,42; 501
8; 1,47; 13,46; 127,65; 501
12; 1,43; 13,44; 135,59; 501
16; 1,43; 13,26; 129,41; 501
24; 2,06; 13,76; 141,97; 501
32; 2,12; 14,9; 248,16; 501
48; 2,36; 15,05; 137,37; 501
64; 2,51; 15,03; 255,62; 501
92; 3,5; 15,38; 148,18; 501
128; 1,71; 13,87; 136,76; 501
