1, 0.44, 13.67, 65.99, 438
2, 1.12, 16.15, 130.69, 501
3, 1.57, 14.3, 135.09, 501
4, 1.55, 16.74, 140.99, 501
6, 1.62, 15.79, 143.17, 501
8, 1.5, 15.21, 136.18, 501
12, 1.58, 15.72, 133.32, 501
16, 2.15, 15.36, 131.26, 501
24, 1.87, 15.94, 154.02, 501
